val_acc,train_loss,val_loss,mean_lr,time_elapsed
0.0,0.0,0.0,0.0,288.08822202682495
0.009564293304994687,5.125271320343018,5.060929775238037,0.00028070587507282737,288.08822202682495
0.023379383634431455,5.050379753112793,5.0388593673706055,0.0007614096740639114,288.08822202682495
0.031880977683315624,5.006555557250977,4.902273654937744,0.000999998813391857,288.08822202682495
0.039319872476089264,4.921907424926758,4.835413455963135,0.0009500109278829554,288.08822202682495
0.06376195536663125,4.854750633239746,4.724782466888428,0.0008108932552095185,288.08822202682495
0.05419766206163656,4.772522449493408,4.687216758728027,0.0006101997566108085,288.08822202682495
0.0924548352816153,4.695916175842285,4.55635404586792,0.00038768024082853447,288.08822202682495
0.1126461211477152,4.615812301635742,4.425575256347656,0.00018740742698614444,288.08822202682495
0.14240170031880978,4.5125861167907715,4.358067989349365,4.904780204999852e-05,288.08822202682495
0.16046758767268862,4.445723056793213,4.322116374969482,5.186608143051722e-09,288.08822202682495
